,ccaa,fallecidos,fecha
3833,Melilla,43,30/12/2020
3834,Murcia,739,30/12/2020
3835,Navarra,958,30/12/2020
3836,País Vasco,2.963,30/12/2020
3837,La Rioja,586,30/12/2020
3838,Andalucía,5.123,31/12/2020
3839,Aragón,2.634,31/12/2020
3840,Asturias,1.343,31/12/2020
3841,Baleares,469,31/12/2020
3842,Canarias,415,31/12/2020
3843,Cantabria,393,31/12/2020
3844,Castilla La Mancha,4.086,31/12/2020
3845,Castilla y León,5.081,31/12/2020
3846,Cataluña,8.723,31/12/2020
3847,Ceuta,59,31/12/2020
3848,C. Valenciana,2.941,31/12/2020
3849,Extremadura,1.067,31/12/2020
3850,Galicia,1.379,31/12/2020
3851,Madrid,11.828,31/12/2020
3852,Melilla,43,31/12/2020
3853,Murcia,744,31/12/2020
3854,Navarra,960,31/12/2020
3855,País Vasco,2.963,31/12/2020
3856,La Rioja,586,31/12/2020
3857,Andalucía,5.146,4/1/2021
3858,Aragón,2.653,4/1/2021
3859,Asturias,1.364,4/1/2021
3860,Baleares,476,4/1/2021
3861,Canarias,429,4/1/2021
3862,Cantabria,399,4/1/2021
3863,Castilla La Mancha,4.100,4/1/2021
3864,Castilla y León,5.093,4/1/2021
3865,Cataluña,8.733,4/1/2021
3866,Ceuta,59,4/1/2021
3867,C. Valenciana,2.990,4/1/2021
3868,Extremadura,1.083,4/1/2021
3869,Galicia,1.399,4/1/2021
3870,Madrid,11.834,4/1/2021
3871,Melilla,44,4/1/2021
3872,Murcia,756,4/1/2021
3873,Navarra,970,4/1/2021
3874,País Vasco,2.963,4/1/2021
3875,La Rioja,587,4/1/2021
3876,Andalucía,5.187,5/1/2021
3877,Aragón,2.659,5/1/2021
3878,Asturias,1.366,5/1/2021
3879,Baleares,480,5/1/2021
3880,Canarias,439,5/1/2021
3881,Cantabria,401,5/1/2021
3882,Castilla La Mancha,4.108,5/1/2021
3883,Castilla y León,5.107,5/1/2021
3884,Cataluña,8.775,5/1/2021
3885,Ceuta,59,5/1/2021
3886,C. Valenciana,3.071,5/1/2021
3887,Extremadura,1.089,5/1/2021
3888,Galicia,1.403,5/1/2021
3889,Madrid,11.888,5/1/2021
3890,Melilla,44,5/1/2021
3891,Murcia,759,5/1/2021
3892,Navarra,971,5/1/2021
3893,País Vasco,3.036,5/1/2021
3894,La Rioja,588,5/1/2021
3895,Andalucía,5.210,7/1/2021
3896,Aragón,2.659,7/1/2021
3897,Asturias,1.374,7/1/2021
3898,Baleares,480,7/1/2021
3899,Canarias,443,7/1/2021
3900,Cantabria,402,7/1/2021
3901,Castilla La Mancha,4.116,7/1/2021
3902,Castilla y León,5.128,7/1/2021
3903,Cataluña,8.797,7/1/2021
3904,Ceuta,59,7/1/2021
3905,C. Valenciana,3.130,7/1/2021
3906,Extremadura,1.097,7/1/2021
3907,Galicia,1.417,7/1/2021
3908,Madrid,11.953,7/1/2021
3909,Melilla,44,7/1/2021
3910,Murcia,764,7/1/2021
3911,Navarra,973,7/1/2021
3912,País Vasco,3.037,7/1/2021
3913,La Rioja,592,7/1/2021
3914,Andalucía,5.251,8/1/2021
3915,Aragón,2.683,8/1/2021
3916,Asturias,1.376,8/1/2021
3917,Baleares,482,8/1/2021
3918,Canarias,447,8/1/2021
3919,Cantabria,402,8/1/2021
3920,Castilla La Mancha,4.117,8/1/2021
3921,Castilla y León,5.143,8/1/2021
3922,Cataluña,8.828,8/1/2021
3923,Ceuta,62,8/1/2021
3924,C. Valenciana,3.163,8/1/2021
3925,Extremadura,1.111,8/1/2021
3926,Galicia,1.420,8/1/2021
3927,Madrid,11.971,8/1/2021
3928,Melilla,44,8/1/2021
3929,Murcia,769,8/1/2021
3930,Navarra,973,8/1/2021
3931,País Vasco,3.038,8/1/2021
3932,La Rioja,594,8/1/2021
3933,Andalucía,5.329,11/1/2021
3934,Aragón,2.704,11/1/2021
3935,Asturias,1.385,11/1/2021
3936,Baleares,490,11/1/2021
3937,Canarias,451,11/1/2021
3938,Cantabria,405,11/1/2021
3939,Castilla La Mancha,4.131,11/1/2021
3940,Castilla y León,5.160,11/1/2021
3941,Cataluña,8.863,11/1/2021
3942,Ceuta,62,11/1/2021
3943,C. Valenciana,3.286,11/1/2021
3944,Extremadura,1.135,11/1/2021
3945,Galicia,1.443,11/1/2021
3946,Madrid,11.996,11/1/2021
3947,Melilla,46,11/1/2021
3948,Murcia,778,11/1/2021
3949,Navarra,976,11/1/2021
3950,País Vasco,3.039,11/1/2021
3951,La Rioja,596,11/1/2021
3952,Andalucía,5.366,12/1/2021
3953,Aragón,2.713,12/1/2021
3954,Asturias,1.387,12/1/2021
3955,Baleares,497,12/1/2021
3956,Canarias,453,12/1/2021
3957,Cantabria,405,12/1/2021
3958,Castilla La Mancha,4.139,12/1/2021
3959,Castilla y León,5.320,12/1/2021
3960,Cataluña,8.890,12/1/2021
3961,Ceuta,62,12/1/2021
3962,C. Valenciana,3.360,12/1/2021
3963,Extremadura,1.158,12/1/2021
3964,Galicia,1.450,12/1/2021
3965,Madrid,12.001,12/1/2021
3966,Melilla,46,12/1/2021
3967,Murcia,782,12/1/2021
3968,Navarra,977,12/1/2021
3969,País Vasco,3.079,12/1/2021
3970,La Rioja,598,12/1/2021
3971,Andalucía,5.401,13/1/2021
3972,Aragón,2.724,13/1/2021
3973,Asturias,1.389,13/1/2021
3974,Baleares,502,13/1/2021
3975,Canarias,457,13/1/2021
3976,Cantabria,406,13/1/2021
3977,Castilla La Mancha,4.157,13/1/2021
3978,Castilla y León,5.324,13/1/2021
3979,Cataluña,8.912,13/1/2021
3980,Ceuta,62,13/1/2021
3981,C. Valenciana,3.413,13/1/2021
3982,Extremadura,1.166,13/1/2021
3983,Galicia,1.463,13/1/2021
3984,Madrid,12.006,13/1/2021
3985,Melilla,47,13/1/2021
3986,Murcia,790,13/1/2021
3987,Navarra,979,13/1/2021
3988,País Vasco,3.081,13/1/2021
3989,La Rioja,599,13/1/2021
3990,Andalucía,5.430,14/1/2021
3991,Aragón,2.733,14/1/2021
3992,Asturias,1.392,14/1/2021
3993,Baleares,503,14/1/2021
3994,Canarias,461,14/1/2021
3995,Cantabria,408,14/1/2021
3996,Castilla La Mancha,4.159,14/1/2021
3997,Castilla y León,5.330,14/1/2021
3998,Cataluña,8.955,14/1/2021
3999,Ceuta,62,14/1/2021
4000,C. Valenciana,3.467,14/1/2021
4001,Extremadura,1.183,14/1/2021
4002,Galicia,1.466,14/1/2021
4003,Madrid,12.020,14/1/2021
4004,Melilla,48,14/1/2021
4005,Murcia,794,14/1/2021
4006,Navarra,983,14/1/2021
4007,País Vasco,3.082,14/1/2021
4008,La Rioja,603,14/1/2021
4009,Andalucía,5.470,15/1/2021
4010,Aragón,2.745,15/1/2021
4011,Asturias,1.396,15/1/2021
4012,Baleares,508,15/1/2021
4013,Canarias,466,15/1/2021
4014,Cantabria,412,15/1/2021
4015,Castilla La Mancha,4.167,15/1/2021
4016,Castilla y León,5.345,15/1/2021
4017,Cataluña,8.984,15/1/2021
4018,Ceuta,62,15/1/2021
4019,C. Valenciana,3.510,15/1/2021
4020,Extremadura,1.189,15/1/2021
4021,Galicia,1.484,15/1/2021
4022,Madrid,12.040,15/1/2021
4023,Melilla,48,15/1/2021
4024,Murcia,805,15/1/2021
4025,Navarra,984,15/1/2021
4026,País Vasco,3.094,15/1/2021
4027,La Rioja,605,15/1/2021
4028,Andalucía,5.532,18/1/2021
4029,Aragón,2.772,18/1/2021
4030,Asturias,1.409,18/1/2021
4031,Baleares,518,18/1/2021
4032,Canarias,476,18/1/2021
4033,Cantabria,415,18/1/2021
4034,Castilla La Mancha,4.208,18/1/2021
4035,Castilla y León,5.369,18/1/2021
4036,Cataluña,9.048,18/1/2021
4037,Ceuta,66,18/1/2021
4038,C. Valenciana,3.609,18/1/2021
4039,Extremadura,1.217,18/1/2021
4040,Galicia,1.505,18/1/2021
4041,Madrid,12.054,18/1/2021
4042,Melilla,49,18/1/2021
4043,Murcia,824,18/1/2021
4044,Navarra,991,18/1/2021
4045,País Vasco,3.096,18/1/2021
4046,La Rioja,611,18/1/2021
4047,Andalucía,5.600,19/1/2021
4048,Aragón,2.782,19/1/2021
4049,Asturias,1.417,19/1/2021
4050,Baleares,528,19/1/2021
4051,Canarias,484,19/1/2021
4052,Cantabria,417,19/1/2021
4053,Castilla La Mancha,4.210,19/1/2021
4054,Castilla y León,5.399,19/1/2021
4055,Cataluña,9.119,19/1/2021
4056,Ceuta,66,19/1/2021
4057,C. Valenciana,3.679,19/1/2021
4058,Extremadura,1.227,19/1/2021
4059,Galicia,1.536,19/1/2021
4060,Madrid,12.100,19/1/2021
4061,Melilla,49,19/1/2021
4062,Murcia,839,19/1/2021
4063,Navarra,992,19/1/2021
4064,País Vasco,3.117,19/1/2021
4065,La Rioja,612,19/1/2021
4066,Andalucía,5.664,20/1/2021
4067,Aragón,2.795,20/1/2021
4068,Asturias,1.424,20/1/2021
4069,Baleares,538,20/1/2021
4070,Canarias,490,20/1/2021
4071,Cantabria,417,20/1/2021
4072,Castilla La Mancha,4.223,20/1/2021
4073,Castilla y León,5.408,20/1/2021
4074,Cataluña,9.159,20/1/2021
4075,Ceuta,67,20/1/2021
4076,C. Valenciana,3.803,20/1/2021
4077,Extremadura,1.250,20/1/2021
4078,Galicia,1.562,20/1/2021
4079,Madrid,12.149,20/1/2021
4080,Melilla,49,20/1/2021
4081,Murcia,852,20/1/2021
4082,Navarra,993,20/1/2021
4083,País Vasco,3.180,20/1/2021
4084,La Rioja,614,20/1/2021
4085,Andalucía,5.720,21/1/2021
4086,Aragón,2.808,21/1/2021
4087,Asturias,1.434,21/1/2021
4088,Baleares,538,21/1/2021
4089,Canarias,493,21/1/2021
4090,Cantabria,418,21/1/2021
4091,Castilla La Mancha,4.256,21/1/2021
4092,Castilla y León,5.419,21/1/2021
4093,Cataluña,9.185,21/1/2021
4094,Ceuta,67,21/1/2021
4095,C. Valenciana,3.914,21/1/2021
4096,Extremadura,1.271,21/1/2021
4097,Galicia,1.585,21/1/2021
4098,Madrid,12.210,21/1/2021
4099,Melilla,49,21/1/2021
4100,Murcia,872,21/1/2021
4101,Navarra,994,21/1/2021
4102,País Vasco,3.194,21/1/2021
4103,La Rioja,614,21/1/2021
4104,Andalucía,5.770,22/1/2021
4105,Aragón,2.824,22/1/2021
4106,Asturias,1.445,22/1/2021
4107,Baleares,544,22/1/2021
4108,Canarias,494,22/1/2021
4109,Cantabria,436,22/1/2021
4110,Castilla La Mancha,4.288,22/1/2021
4111,Castilla y León,5.440,22/1/2021
4112,Cataluña,9.236,22/1/2021
4113,Ceuta,67,22/1/2021
4114,C. Valenciana,4.016,22/1/2021
4115,Extremadura,1.291,22/1/2021
4116,Galicia,1.580,22/1/2021
4117,Madrid,12.266,22/1/2021
4118,Melilla,49,22/1/2021
4119,Murcia,883,22/1/2021
4120,Navarra,995,22/1/2021
4121,País Vasco,3.199,22/1/2021
4122,La Rioja,618,22/1/2021
4123,Andalucía,5.925,25/1/2021
4124,Aragón,2.858,25/1/2021
4125,Asturias,1.471,25/1/2021
4126,Baleares,549,25/1/2021
4127,Canarias,513,25/1/2021
4128,Cantabria,447,25/1/2021
4129,Castilla La Mancha,4.319,25/1/2021
4130,Castilla y León,5.473,25/1/2021
4131,Cataluña,9.266,25/1/2021
4132,Ceuta,68,25/1/2021
4133,C. Valenciana,4.192,25/1/2021
4134,Extremadura,1.336,25/1/2021
4135,Galicia,1.616,25/1/2021
4136,Madrid,12.372,25/1/2021
4137,Melilla,49,25/1/2021
4138,Murcia,926,25/1/2021
4139,Navarra,1.003,25/1/2021
4140,País Vasco,3.199,25/1/2021
4141,La Rioja,626,25/1/2021
4142,Andalucía,6.007,26/1/2021
4143,Aragón,2.870,26/1/2021
4144,Asturias,1.475,26/1/2021
4145,Baleares,555,26/1/2021
4146,Canarias,515,26/1/2021
4147,Cantabria,448,26/1/2021
4148,Castilla La Mancha,4.341,26/1/2021
4149,Castilla y León,5.503,26/1/2021
4150,Cataluña,9.315,26/1/2021
4151,Ceuta,68,26/1/2021
4152,C. Valenciana,4.325,26/1/2021
4153,Extremadura,1.360,26/1/2021
4154,Galicia,1.635,26/1/2021
4155,Madrid,12.425,26/1/2021
4156,Melilla,49,26/1/2021
4157,Murcia,964,26/1/2021
4158,Navarra,1.012,26/1/2021
4159,País Vasco,3.301,26/1/2021
4160,La Rioja,631,26/1/2021
4161,Andalucía,6.091,27/1/2021
4162,Aragón,2.893,27/1/2021
4163,Asturias,1.479,27/1/2021
4164,Baleares,563,27/1/2021
4165,Canarias,516,27/1/2021
4166,Cantabria,448,27/1/2021
4167,Castilla La Mancha,4.400,27/1/2021
4168,Castilla y León,5.517,27/1/2021
4169,Cataluña,9.359,27/1/2021
4170,Ceuta,68,27/1/2021
4171,C. Valenciana,4.432,27/1/2021
4172,Extremadura,1.389,27/1/2021
4173,Galicia,1.652,27/1/2021
4174,Madrid,12.479,27/1/2021
4175,Melilla,49,27/1/2021
4176,Murcia,999,27/1/2021
4177,Navarra,1.016,27/1/2021
4178,País Vasco,3.307,27/1/2021
4179,La Rioja,634,27/1/2021
4180,Andalucía,6.173,28/1/2021
4181,Aragón,2.902,28/1/2021
4182,Asturias,1.490,28/1/2021
4183,Baleares,571,28/1/2021
4184,Canarias,520,28/1/2021
4185,Cantabria,452,28/1/2021
4186,Castilla La Mancha,4.468,28/1/2021
4187,Castilla y León,5.556,28/1/2021
4188,Cataluña,9.386,28/1/2021
4189,Ceuta,68,28/1/2021
4190,C. Valenciana,4.537,28/1/2021
4191,Extremadura,1.415,28/1/2021
4192,Galicia,1.673,28/1/2021
4193,Madrid,12.535,28/1/2021
4194,Melilla,51,28/1/2021
4195,Murcia,1.043,28/1/2021
4196,Navarra,1.022,28/1/2021
4197,País Vasco,3.308,28/1/2021
4198,La Rioja,636,28/1/2021
4199,Andalucía,6.260,29/1/2021
4200,Aragón,2.918,29/1/2021
4201,Asturias,1.505,29/1/2021
4202,Baleares,577,29/1/2021
4203,Canarias,524,29/1/2021
4204,Cantabria,453,29/1/2021
4205,Castilla La Mancha,4.542,29/1/2021
4206,Castilla y León,5.610,29/1/2021
4207,Cataluña,9.404,29/1/2021
4208,Ceuta,71,29/1/2021
4209,C. Valenciana,4.633,29/1/2021
4210,Extremadura,1.429,29/1/2021
4211,Galicia,1.711,29/1/2021
4212,Madrid,12.578,29/1/2021
4213,Melilla,51,29/1/2021
4214,Murcia,1.066,29/1/2021
4215,Navarra,1.028,29/1/2021
4216,País Vasco,3.321,29/1/2021
4217,La Rioja,638,29/1/2021
4218,Andalucía,6.390,1/2/2021
4219,Aragón,2.933,1/2/2021
4220,Asturias,1.528,1/2/2021
4221,Baleares,590,1/2/2021
4222,Canarias,531,1/2/2021
4223,Cantabria,460,1/2/2021
4224,Castilla La Mancha,4.636,1/2/2021
4225,Castilla y León,5.659,1/2/2021
4226,Cataluña,9.423,1/2/2021
4227,Ceuta,72,1/2/2021
4228,C. Valenciana,4.826,1/2/2021
4229,Extremadura,1.471,1/2/2021
4230,Galicia,1.778,1/2/2021
4231,Madrid,12.610,1/2/2021
4232,Melilla,52,1/2/2021
4233,Murcia,1.113,1/2/2021
4234,Navarra,1.031,1/2/2021
4235,País Vasco,3.326,1/2/2021
4236,La Rioja,652,1/2/2021
4237,Andalucía,6.491,2/2/2021
4238,Aragón,2.933,2/2/2021
4239,Asturias,1.540,2/2/2021
4240,Baleares,603,2/2/2021
4241,Canarias,533,2/2/2021
4242,Cantabria,461,2/2/2021
4243,Castilla La Mancha,4.726,2/2/2021
4244,Castilla y León,5.729,2/2/2021
4245,Cataluña,9.442,2/2/2021
4246,Ceuta,72,2/2/2021
4247,C. Valenciana,5.004,2/2/2021
4248,Extremadura,1.493,2/2/2021
4249,Galicia,1.794,2/2/2021
4250,Madrid,12.669,2/2/2021
4251,Melilla,53,2/2/2021
4252,Murcia,1.151,2/2/2021
4253,Navarra,1.035,2/2/2021
4254,País Vasco,3.420,2/2/2021
4255,La Rioja,656,2/2/2021
4256,Andalucía,6.581,3/2/2021
4257,Aragón,2.992,3/2/2021
4258,Asturias,1.551,3/2/2021
4259,Baleares,609,3/2/2021
4260,Canarias,537,3/2/2021
4261,Cantabria,463,3/2/2021
4262,Castilla La Mancha,4.801,3/2/2021
4263,Castilla y León,5.756,3/2/2021
4264,Cataluña,9.457,3/2/2021
4265,Ceuta,72,3/2/2021
4266,C. Valenciana,5.119,3/2/2021
4267,Extremadura,1.514,3/2/2021
4268,Galicia,1.824,3/2/2021
4269,Madrid,12.741,3/2/2021
4270,Melilla,53,3/2/2021
4271,Murcia,1.176,3/2/2021
4272,Navarra,1.038,3/2/2021
4273,País Vasco,3.425,3/2/2021
4274,La Rioja,661,3/2/2021
4275,Andalucía,6.651,4/2/2021
4276,Aragón,3.007,4/2/2021
4277,Asturias,1.558,4/2/2021
4278,Baleares,617,4/2/2021
4279,Canarias,540,4/2/2021
4280,Cantabria,464,4/2/2021
4281,Castilla La Mancha,4.861,4/2/2021
4282,Castilla y León,5.780,4/2/2021
4283,Cataluña,9.494,4/2/2021
4284,Ceuta,74,4/2/2021
4285,C. Valenciana,5.184,4/2/2021
4286,Extremadura,1.529,4/2/2021
4287,Galicia,1.862,4/2/2021
4288,Madrid,12.804,4/2/2021
4289,Melilla,54,4/2/2021
4290,Murcia,1.190,4/2/2021
4291,Navarra,1.041,4/2/2021
4292,País Vasco,3.427,4/2/2021
4293,La Rioja,665,4/2/2021
4294,Andalucía,6.757,5/2/2021
4295,Aragón,3.020,5/2/2021
4296,Asturias,1.588,5/2/2021
4297,Baleares,622,5/2/2021
4298,Canarias,542,5/2/2021
4299,Cantabria,465,5/2/2021
4300,Castilla La Mancha,4.973,5/2/2021
4301,Castilla y León,5.820,5/2/2021
4302,Cataluña,9.523,5/2/2021
4303,Ceuta,74,5/2/2021
4304,C. Valenciana,5.303,5/2/2021
4305,Extremadura,1.554,5/2/2021
4306,Galicia,1.899,5/2/2021
4307,Madrid,12.833,5/2/2021
4308,Melilla,54,5/2/2021
4309,Murcia,1.203,5/2/2021
4310,Navarra,1.044,5/2/2021
4311,País Vasco,3.445,5/2/2021
4312,La Rioja,667,5/2/2021
4313,Andalucía,6.937,8/2/2021
4314,Aragón,3.058,8/2/2021
4315,Asturias,1.607,8/2/2021
4316,Baleares,631,8/2/2021
4317,Canarias,549,8/2/2021
4318,Cantabria,473,8/2/2021
4319,Castilla La Mancha,5.089,8/2/2021
4320,Castilla y León,5.868,8/2/2021
4321,Cataluña,9.624,8/2/2021
4322,Ceuta,75,8/2/2021
4323,C. Valenciana,5.426,8/2/2021
4324,Extremadura,1.593,8/2/2021
4325,Galicia,1.950,8/2/2021
4326,Madrid,12.924,8/2/2021
4327,Melilla,58,8/2/2021
4328,Murcia,1.243,8/2/2021
4329,Navarra,1.057,8/2/2021
4330,País Vasco,3.454,8/2/2021
4331,La Rioja,679,8/2/2021
4332,Andalucía,7.063,9/2/2021
4333,Aragón,3.076,9/2/2021
4334,Asturias,1.613,9/2/2021
4335,Baleares,637,9/2/2021
4336,Canarias,550,9/2/2021
4337,Cantabria,480,9/2/2021
4338,Castilla La Mancha,5.202,9/2/2021
4339,Castilla y León,5.911,9/2/2021
4340,Cataluña,9.672,9/2/2021
4341,Ceuta,75,9/2/2021
4342,C. Valenciana,5.563,9/2/2021
4343,Extremadura,1.604,9/2/2021
4344,Galicia,1.975,9/2/2021
4345,Madrid,13.025,9/2/2021
4346,Melilla,58,9/2/2021
4347,Murcia,1.256,9/2/2021
4348,Navarra,1.066,9/2/2021
4349,País Vasco,3.551,9/2/2021
4350,La Rioja,684,9/2/2021
4351,Andalucía,7.173,10/2/2021
4352,Aragón,3.090,10/2/2021
4353,Asturias,1.620,10/2/2021
4354,Baleares,642,10/2/2021
4355,Canarias,553,10/2/2021
4356,Cantabria,480,10/2/2021
4357,Castilla La Mancha,5.276,10/2/2021
4358,Castilla y León,6.049,10/2/2021
4359,Cataluña,9.736,10/2/2021
4360,Ceuta,75,10/2/2021
4361,C. Valenciana,5.661,10/2/2021
4362,Extremadura,1.615,10/2/2021
4363,Galicia,2.003,10/2/2021
4364,Madrid,13.080,10/2/2021
4365,Melilla,60,10/2/2021
4366,Murcia,1.279,10/2/2021
4367,Navarra,1.069,10/2/2021
4368,País Vasco,3.552,10/2/2021
4369,La Rioja,691,10/2/2021
4370,Andalucía,7.281,11/2/2021
4371,Aragón,3.101,11/2/2021
4372,Asturias,1.631,11/2/2021
4373,Baleares,648,11/2/2021
4374,Canarias,554,11/2/2021
4375,Cantabria,482,11/2/2021
4376,Castilla La Mancha,5.350,11/2/2021
4377,Castilla y León,6.075,11/2/2021
4378,Cataluña,9.791,11/2/2021
4379,Ceuta,75,11/2/2021
4380,C. Valenciana,5.744,11/2/2021
4381,Extremadura,1.619,11/2/2021
4382,Galicia,2.018,11/2/2021
4383,Madrid,13.179,11/2/2021
4384,Melilla,61,11/2/2021
4385,Murcia,1.282,11/2/2021
4386,Navarra,1.070,11/2/2021
4387,País Vasco,3.562,11/2/2021
4388,La Rioja,694,11/2/2021
4389,Andalucía,7.409,12/2/2021
4390,Aragón,3.112,12/2/2021
4391,Asturias,1.645,12/2/2021
4392,Baleares,653,12/2/2021
4393,Canarias,558,12/2/2021
4394,Cantabria,482,12/2/2021
4395,Castilla La Mancha,5.380,12/2/2021
4396,Castilla y León,6.096,12/2/2021
4397,Cataluña,9.878,12/2/2021
4398,Ceuta,75,12/2/2021
4399,C. Valenciana,5.829,12/2/2021
4400,Extremadura,1.637,12/2/2021
4401,Galicia,2.042,12/2/2021
4402,Madrid,13.255,12/2/2021
4403,Melilla,61,12/2/2021
4404,Murcia,1.301,12/2/2021
4405,Navarra,1.074,12/2/2021
4406,País Vasco,3.564,12/2/2021
4407,La Rioja,696,12/2/2021
4408,Andalucía,7.610,15/2/2021
4409,Aragón,3.152,15/2/2021
4410,Asturias,1.665,15/2/2021
4411,Baleares,668,15/2/2021
4412,Canarias,565,15/2/2021
4413,Cantabria,486,15/2/2021
4414,Castilla La Mancha,5.410,15/2/2021
4415,Castilla y León,6.140,15/2/2021
4416,Cataluña,9.940,15/2/2021
4417,Ceuta,76,15/2/2021
4418,C. Valenciana,5.940,15/2/2021
4419,Extremadura,1.658,15/2/2021
4420,Galicia,2.088,15/2/2021
4421,Madrid,13.310,15/2/2021
4422,Melilla,62,15/2/2021
4423,Murcia,1.326,15/2/2021
4424,Navarra,1.080,15/2/2021
4425,País Vasco,3.567,15/2/2021
4426,La Rioja,706,15/2/2021
4427,Andalucía,7.717,16/2/2021
4428,Aragón,3.161,16/2/2021
4429,Asturias,1.671,16/2/2021
4430,Baleares,672,16/2/2021
4431,Canarias,567,16/2/2021
4432,Cantabria,488,16/2/2021
4433,Castilla La Mancha,5.431,16/2/2021
4434,Castilla y León,6.173,16/2/2021
4435,Cataluña,9.978,16/2/2021
4436,Ceuta,76,16/2/2021
4437,C. Valenciana,6.036,16/2/2021
4438,Extremadura,1.666,16/2/2021
4439,Galicia,2.110,16/2/2021
4440,Madrid,13.381,16/2/2021
4441,Melilla,62,16/2/2021
4442,Murcia,1.358,16/2/2021
4443,Navarra,1.081,16/2/2021
4444,País Vasco,3.643,16/2/2021
4445,La Rioja,708,16/2/2021
4446,Andalucía,7.792,17/2/2021
4447,Aragón,3.175,17/2/2021
4448,Asturias,1.678,17/2/2021
4449,Baleares,674,17/2/2021
4450,Canarias,568,17/2/2021
4451,Cantabria,490,17/2/2021
4452,Castilla La Mancha,5.460,17/2/2021
4453,Castilla y León,6.192,17/2/2021
4454,Cataluña,10.029,17/2/2021
4455,Ceuta,76,17/2/2021
4456,C. Valenciana,6.121,17/2/2021
4457,Extremadura,1.669,17/2/2021
4458,Galicia,2.118,17/2/2021
4459,Madrid,13.408,17/2/2021
4460,Melilla,62,17/2/2021
4461,Murcia,1.365,17/2/2021
4462,Navarra,1.083,17/2/2021
4463,País Vasco,3.645,17/2/2021
4464,La Rioja,711,17/2/2021
4465,Andalucía,7.878,18/2/2021
4466,Aragón,3.194,18/2/2021
4467,Asturias,1.681,18/2/2021
4468,Baleares,677,18/2/2021
4469,Canarias,571,18/2/2021
4470,Cantabria,490,18/2/2021
4471,Castilla La Mancha,5.476,18/2/2021
4472,Castilla y León,6.203,18/2/2021
4473,Cataluña,10.089,18/2/2021
4474,Ceuta,77,18/2/2021
4475,C. Valenciana,6.214,18/2/2021
4476,Extremadura,1.675,18/2/2021
4477,Galicia,2.129,18/2/2021
4478,Madrid,13.461,18/2/2021
4479,Melilla,64,18/2/2021
4480,Murcia,1.379,18/2/2021
4481,Navarra,1.083,18/2/2021
4482,País Vasco,3.651,18/2/2021
4483,La Rioja,712,18/2/2021
4484,Andalucía,7.946,19/2/2021
4485,Aragón,3.206,19/2/2021
4486,Asturias,1.705,19/2/2021
4487,Baleares,680,19/2/2021
4488,Canarias,572,19/2/2021
4489,Cantabria,500,19/2/2021
4490,Castilla La Mancha,5.507,19/2/2021
4491,Castilla y León,6.224,19/2/2021
4492,Cataluña,10.136,19/2/2021
4493,Ceuta,77,19/2/2021
4494,C. Valenciana,6.288,19/2/2021
4495,Extremadura,1.679,19/2/2021
4496,Galicia,2.133,19/2/2021
4497,Madrid,13.538,19/2/2021
4498,Melilla,65,19/2/2021
4499,Murcia,1.389,19/2/2021
4500,Navarra,1.084,19/2/2021
4501,País Vasco,3.657,19/2/2021
4502,La Rioja,715,19/2/2021
